Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Fast move (ID),Special move,Special move (ID),Special move 2,Special move 2 (ID),DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),UL Evo,UL Rank (min),UL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,Favorite,BuddyBoosted,Form,ShadowForm,MultiForm?,Dynamax,Height (cm),Weight (g),Height Tag,Catch Date,Catch Level
0,5/6/26 22:48:10,359,앱솔,-,?,앱솔18,16.0,16.0,1007,90,1900,17.8,17.8,17.8,1.0,0.0,7.0,1, - , - , - , - , - , - ,0.0, - , - ,앱솔,2381,2381,앱솔,2675,2675,Default,,,0,0,?,?,0,1169,7,0,?,?,?,0,?,?
0,5/6/26 22:48:11,396,찌르꼬,-,?,찌르꼬71,6.0,6.0,107,42,600,71.1,71.1,71.1,8.0,11.0,13.0,1, - , - , - , - , - , - ,0.0,1445,1445,찌르버드,528,528,찌르호크,949,949,Default,,,0,0,?,?,0,1564,7,0,?,?,?,0,?,?
0,5/6/26 22:48:13,767,꼬시레,-,?,꼬시레87,15.0,15.0,208,55,1900,86.7,86.7,86.7,15.0,10.0,14.0,1, - , - , - , - , - , - ,0.0,1025,1025,갑주무사,3264,3264,갑주무사,1967,1967,Default,,,0,0,?,?,0,2447,1,0,?,?,?,0,?,?
0,5/6/26 22:48:13,123,스라크,-,?,스라크60,10.0,10.0,728,77,1000,60.0,60.0,60.0,8.0,8.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,핫삼,325,325,스라크,1235,1235,Default,,,0,0,?,?,0,666,7,0,?,?,?,0,?,?
0,5/6/26 22:48:14,822,파크로우,-,?,파크로64,11.0,11.0,393,80,1300,64.4,64.4,64.4,7.0,10.0,12.0,1, - , - , - , - , - , - ,0.0,273,273,파크로우,901,901,아머까오,848,848,Default,,,0,0,?,?,0,2497,1,0,?,?,?,0,?,?
0,5/6/26 22:48:17,919,콩알뚜기,-,?,콩알뚜78,2.0,2.0,24,19,200,77.8,77.8,77.8,14.0,12.0,9.0,1, - , - , - , - , - , - ,0.0,2638,2638,엑스레그,3102,3102,엑스레그,546,546,Default,,,0,0,?,?,0,2695,1,0,?,?,?,0,?,?
0,5/6/26 22:48:17,303,입치트,-,?,입치트96,16.0,16.0,740,81,1900,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,입치트,1858,1858, - , - , - ,Default,,,0,0,?,?,0,1217,7,0,?,?,?,0,?,?
0,5/6/26 22:48:18,304,가보리,-,?,가보리56,21.0,21.0,700,91,3000,55.6,55.6,55.6,4.0,9.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,갱도라,1586,1586,보스로라,501,501,Default,,,0,0,?,?,0,1483,7,0,?,?,?,0,?,?
0,5/6/26 22:48:18,856,몸지브림,-,?,몸지브82,23.0,23.0,546,84,3500,82.2,82.2,82.2,14.0,14.0,9.0,1, - , - , - , - , - , - ,0.0, - , - ,손지브림,2139,2139,브리무음,2804,2804,Default,,,0,0,?,?,0,2528,1,0,?,?,?,0,?,?
0,5/6/26 22:48:19,540,두르보,-,?,두르보67,12.0,12.0,313,63,1300,66.7,66.7,66.7,13.0,7.0,10.0,1, - , - , - , - , - , - ,0.0,2786,2786,두르쿤,576,576,모아머,2951,2951,Default,,,0,0,?,?,0,2260,1,0,?,?,?,0,?,?
0,5/6/26 22:48:20,506,요테리,-,?,요테리62,13.0,13.0,312,65,1600,62.2,62.2,62.2,12.0,9.0,7.0,1, - , - , - , - , - , - ,0.0,3300,3300,하데리어,3133,3133,바랜드,3419,3419,Default,,,0,0,?,?,0,2228,1,0,?,?,?,0,?,?
0,5/6/26 22:48:20,41,주뱃,-,?,주뱃69,10.0,10.0,175,52,1000,68.9,68.9,68.9,11.0,15.0,5.0,1, - , - , - , - , - , - ,0.0,2747,2747,크로뱃,2334,2334,크로뱃,1767,1767,Default,,,0,0,?,?,0,612,7,0,?,?,?,0,?,?
0,5/6/26 22:48:22,287,게을로,-,?,게을로49,8.0,8.0,203,60,800,48.9,48.9,48.9,13.0,3.0,6.0,1, - , - , - , - , - , - ,0.0,4004,4004,게을킹,1700,1700,게을킹,3944,3944,Default,,,0,0,?,?,0,2104,7,0,?,?,?,0,?,?
0,5/6/26 22:48:25,307,요가랑,-,?,요가랑71,21.0,21.0,364,71,3000,71.1,71.1,71.1,4.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,687,687,요가램,47,47, - , - , - ,Default,,,0,0,?,?,0,2113,1,0,?,?,?,0,?,?
0,5/6/26 22:48:27,527,또르박쥐,-,?,TR또르박78,33.0,33.0,869,131,7000,77.8,77.8,77.8,13.0,10.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,맘박쥐,2367,2367, - , - , - ,Default,,,0,0,?,?,0,2247,1,0,?,?,?,0,?,?
0,5/6/26 22:48:27,165,레디바,-,?,TR레디바58,35.0,35.0,572,100,8000,57.8,57.8,57.8,4.0,10.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,레디안,1762,1762, - , - , - ,Default,,,0,0,?,?,0,2045,7,0,?,?,?,0,?,?
0,5/6/26 22:48:29,543,마디네,-,?,마디네58,8.0,8.0,146,38,800,57.8,57.8,57.8,15.0,11.0,0.0,1, - , - , - , - , - , - ,0.0,3738,3738,펜드라,3565,3565,펜드라,3534,3534,Default,,,0,0,?,?,0,2263,7,0,?,?,?,0,?,?
0,5/6/26 22:48:30,114,덩쿠리,-,?,덩쿠리60,21.0,21.0,1249,105,3000,60.0,60.0,60.0,6.0,11.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,덩쿠리,972,972,덩쿠리,1132,1132,Default,,,0,0,?,?,0,1519,7,0,?,?,?,0,?,?
0,5/6/26 22:48:31,917,타랜툴라,-,?,타랜툴31,28.0,28.0,364,80,4500,31.1,31.1,31.1,5.0,6.0,3.0,1, - , - , - , - , - , - ,0.0,1604,1604,트래피더,2202,2202, - , - , - ,Default,,,0,0,?,?,0,2693,1,0,?,?,?,0,?,?
0,5/6/26 22:48:33,21,깨비참,-,?,깨비참51,8.0,8.0,156,48,800,51.1,51.1,51.1,6.0,9.0,8.0,1, - , - , - , - , - , - ,0.0,1546,1546,깨비드릴조,1602,1602, - , - , - ,Default,,,0,0,?,?,0,2009,1,0,?,?,?,0,?,?
0,5/6/26 22:48:33,303,입치트,-,?,입치트42,11.0,11.0,459,61,1300,42.2,42.2,42.2,6.0,12.0,1.0,1, - , - , - , - , - , - ,0.0,3549,3549,입치트,1780,1780, - , - , - ,Default,,,0,0,?,?,0,1217,7,0,?,?,?,0,?,?
0,5/6/26 22:48:34,309,썬더라이,-,?,썬더라69,11.0,11.0,277,59,1300,68.9,68.9,68.9,8.0,8.0,15.0,1, - , - , - , - , - , - ,0.0,1982,1982,썬더볼트,930,930,썬더볼트,482,482,Default,,,0,0,?,?,0,1558,7,0,?,?,?,0,?,?
0,5/6/26 22:48:36,179,메리프,-,?,메리프40,11.0,11.0,268,67,1300,40.0,40.0,40.0,7.0,5.0,6.0,1, - , - , - , - , - , - ,0.0,1826,1826,전룡,950,950,전룡,2286,2286,Default,,,0,0,?,?,0,963,7,0,?,?,?,0,?,?
0,5/6/26 22:48:37,597,철시드,-,?,철시드42,11.0,11.0,246,62,1300,42.2,42.2,42.2,2.0,4.0,13.0,1, - , - , - , - , - , - ,0.0,1022,1022,너트령,299,299,너트령,2694,2694,Default,,,0,0,0,0,0,2304,7,0, - ,34,?,2,2026-?-?,?
0,5/6/26 22:48:38,280,랄토스,-,?,랄토스78,16.0,16.0,228,59,1900,77.8,77.8,77.8,11.0,12.0,12.0,1, - , - , - , - , - , - ,0.0,1202,1202,가디안,273,273,가디안,1489,1489,Default,,,0,0,?,?,0,687,7,0,?,?,?,0,?,?
0,5/6/26 22:48:39,543,마디네,-,?,마디네58,9.0,9.0,158,45,1000,57.8,57.8,57.8,8.0,6.0,12.0,1, - , - , - , - , - , - ,0.0,1876,1876,펜드라,3019,3019,펜드라,1312,1312,Default,,,0,0,?,?,0,2263,7,0,?,?,?,0,?,?
0,5/6/26 22:49:38,296,마크탕,-,?,마크탕40,1.0,1.0,10,16,200,40.0,40.0,40.0,5.0,13.0,0.0,1, - , - , - , - , - , - ,0.0,1216,1216,하리뭉,378,378,하리뭉,1332,1332,Default,,,0,0,?,?,0,1552,7,0,?,?,?,0,?,?
0,5/6/26 22:49:46,835,멍파치,-,?,멍파치84,29.0,29.0,628,120,5000,84.4,84.4,84.4,14.0,10.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,펄스멍,143,143,Default,,,0,0,?,?,0,2510,1,0,?,?,?,0,?,?
0,5/6/26 22:49:48,133,이브이,-,?,이브이47,10.0,10.0,274,61,1000,46.7,46.7,46.7,10.0,11.0,0.0,1, - , - , - , - , - , - ,0.0,2996,2996,쥬피썬더,1738,1738,리피아,2622,2622,Default,,,0,0,?,?,0,2036,1,0,?,?,?,0,?,?
0,5/6/26 22:49:49,423,트리토돈 동쪽바다,-,?,트리토13,25.0,25.0,1435,164,4000,13.3,13.3,13.3,1.0,2.0,3.0,1, - , - , - , - , - , - ,0.0, - , - ,트리토돈 동쪽바다,965,965,트리토돈 동쪽바다,4032,4032,Default,,,0,0,?,?,0,544,1,1,?,?,?,0,?,?
0,5/6/26 22:49:51,924,두리쥐,-,?,두리쥐82,15.0,15.0,369,77,1900,82.2,82.2,82.2,15.0,10.0,12.0,1, - , - , - , - , - , - ,0.0,3223,3223,파밀리쥐 4,2365,2365, - , - , - ,Default,,,0,0,?,?,0,2700,1,0,?,?,?,0,?,?
0,5/6/26 22:49:52,751,물거미,-,?,물거미67,8.0,8.0,138,47,800,66.7,66.7,66.7,4.0,15.0,11.0,1, - , - , - , - , - , - ,0.0,275,275,깨비물거미,370,370, - , - , - ,Default,,,0,0,?,?,0,2431,7,0,?,?,?,0,?,?
0,5/6/26 22:49:54,63,캐이시,-,?,캐이시64,6.0,6.0,204,32,600,64.4,64.4,64.4,13.0,9.0,7.0,1, - , - , - , - , - , - ,0.0,2563,2563,캐이시,1122,1122,후딘,2927,2927,Default,,,0,0,?,?,0,726,7,0,?,?,?,0,?,?
0,5/6/26 22:49:56,92,고오스,-,?,고오스22,10.0,10.0,291,43,1000,22.2,22.2,22.2,5.0,4.0,1.0,1, - , - , - , - , - , - ,0.0,3008,3008,고우스트,2699,2699,팬텀,3075,3075,Default,,,0,0,?,?,0,2025,7,0,?,?,?,0,?,?
0,5/6/26 22:50:02,590,깜놀버슬,-,?,깜놀버93,17.0,17.0,470,101,2200,93.3,93.3,93.3,15.0,13.0,14.0,1, - , - , - , - , - , - ,0.0,2122,2122,뽀록나,2826,2826,뽀록나,21,21,Default,,,0,0,?,?,0,1957,7,0,?,?,?,0,?,?
0,5/6/26 22:50:03,588,딱정곤,-,?,딱정곤42,8.0,8.0,238,51,800,42.2,42.2,42.2,13.0,6.0,0.0,1, - , - , - , - , - , - ,0.0,3115,3115,슈바르고,2842,2842,슈바르고,3997,3997,Default,,,0,0,?,?,0,2299,7,0,?,?,?,0,?,?
0,5/6/26 22:50:04,309,썬더라이,-,?,썬더라78,8.0,8.0,203,50,800,77.8,77.8,77.8,7.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,883,883,썬더볼트,875,875,썬더볼트,107,107,Default,,,0,0,?,?,0,1558,7,0,?,?,?,0,?,?
0,5/6/26 22:50:06,428,이어롭,-,?,이어롭62,25.0,25.0,1387,113,4000,62.2,62.2,62.2,11.0,10.0,7.0,1, - , - , - , - , - , - ,0.0, - , - ,이어롭,1497,1497, - , - , - ,Default,,,0,0,?,?,0,2181,1,0,?,?,?,0,?,?
0,5/6/26 22:50:07,782,짜랑꼬,-,?,짜랑꼬84,15.0,15.0,394,73,1900,84.4,84.4,84.4,10.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,758,758,짜랑고우,1021,1021,짜랑고우거,629,629,Default,,,0,0,?,?,0,2459,1,0,?,?,?,0,?,?
0,5/6/26 22:50:08,181,전룡,-,?,전룡71,26.0,26.0,2039,145,4000,71.1,71.1,71.1,11.0,15.0,6.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,전룡,1951,1951,Default,,,0,0,?,?,0,969,7,0,?,?,?,0,?,?
0,5/6/26 22:50:09,595,파쪼옥,-,?,파쪼옥78,14.0,14.0,385,74,1600,77.8,77.8,77.8,10.0,12.0,13.0,1, - , - , - , - , - , - ,0.0,1160,1160,전툴라,1257,1257,전툴라,240,240,Default,,,0,0,?,?,0,2302,7,0,?,?,?,0,?,?
0,5/6/26 22:50:10,827,훔처우,-,?,훔처우82,13.0,13.0,249,64,1600,82.2,82.2,82.2,10.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,1317,1317,폭슬라이,2386,2386,폭슬라이,141,141,Default,,,0,0,?,?,0,2502,1,0,?,?,?,0,?,?
0,5/6/26 22:50:11,56,망키,-,?,망키56,7.0,7.0,206,43,800,55.6,55.6,55.6,9.0,11.0,5.0,1, - , - , - , - , - , - ,0.0,1481,1481,성원숭,1137,1137,성원숭,1435,1435,Default,,,0,0,?,?,0,2017,7,0,?,?,?,0,?,?
0,5/6/26 22:50:13,659,파르빗,-,?,파르빗58,29.0,29.0,412,87,5000,57.8,57.8,57.8,13.0,8.0,5.0,1, - , - , - , - , - , - ,0.0,3049,3049,파르토,3299,3299, - , - , - ,Default,,,0,0,?,?,0,2355,7,0,?,?,?,0,?,?
0,5/6/26 22:50:15,401,귀뚤뚜기,-,?,귀뚤뚜24,15.0,15.0,121,60,1900,24.4,24.4,24.4,2.0,6.0,3.0,1, - , - , - , - , - , - ,0.0, - , - ,귀뚤톡크,1351,1351, - , - , - ,Default,,,0,0,?,?,0,2163,1,0,?,?,?,0,?,?
0,5/6/26 22:50:16,524,단굴,-,?,단굴87,20.0,20.0,669,93,2500,86.7,86.7,86.7,13.0,15.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,암트르,2983,2983,기가이어스,1173,1173,Default,,,0,0,?,?,0,2244,7,0,?,?,?,0,?,?
0,5/6/26 22:50:18,46,파라스,-,?,파라스22,3.0,3.0,63,24,400,22.2,22.2,22.2,7.0,1.0,2.0,1, - , - , - , - , - , - ,0.0,2821,2821,파라섹트,3473,3473, - , - , - ,Default,,,0,0,?,?,0,2015,1,0,?,?,?,0,?,?
0,5/6/26 22:50:20,23,아보,-,?,아보53,13.0,13.0,307,59,1600,53.3,53.3,53.3,10.0,2.0,12.0,1, - , - , - , - , - , - ,0.0,2510,2510,아보크,1900,1900, - , - , - ,Default,,,0,0,?,?,0,1020,7,0,?,?,?,0,?,?
0,5/6/26 22:50:21,25,피카츄,-,?,피카츄69,16.0,16.0,404,61,1900,68.9,68.9,68.9,15.0,12.0,4.0,1, - , - , - , - , - , - ,0.0,3810,3810,라이츄,2606,2606,라이츄,774,774,Default,,,0,0,?,?,0,1242,1,1,?,?,?,0,?,?
0,5/6/26 22:50:22,307,요가랑,-,?,TR요가랑49,30.0,30.0,509,79,5000,48.9,48.9,48.9,7.0,9.0,6.0,1, - , - , - , - , - , - ,0.0, - , - ,요가램,2046,2046, - , - , - ,Default,,,0,0,?,?,0,2113,1,0,?,?,?,0,?,?
0,5/6/26 22:50:23,176,토게틱,-,?,토게틱96,15.0,15.0,728,83,1900,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,토게틱,2470,2470,토게키스,2703,2703,Default,,,0,0,?,?,0,2055,1,0,?,?,?,0,?,?
0,5/6/26 22:50:24,588,딱정곤,-,?,딱정곤73,17.0,17.0,534,83,2200,73.3,73.3,73.3,7.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,슈바르고,70,70,슈바르고,710,710,Default,,,0,0,?,?,0,2299,7,0,?,?,?,0,?,?
0,5/6/26 22:50:25,543,마디네,-,?,마디네78,23.0,23.0,417,74,3500,77.8,77.8,77.8,5.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,318,318, - , - , - ,펜드라,21,21,Default,,,0,0,?,?,0,2263,7,0,?,?,?,0,?,?
0,5/6/26 22:50:27,255,아차모,-,?,아차모89,21.0,21.0,644,84,3000,88.9,88.9,88.9,15.0,15.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,영치코,1724,1724,번치코,2173,2173,Default,,,0,0,?,?,0,1537,7,0,?,?,?,0,?,?
0,5/6/26 22:50:28,66,알통몬,-,?,알통몬33,8.0,8.0,248,66,800,33.3,33.3,33.3,5.0,6.0,4.0,1, - , - , - , - , - , - ,0.0,2813,2813,괴력몬,2679,2679,괴력몬,2298,2298,Default,,,0,0,?,?,0,1294,7,0,?,?,?,0,?,?
0,5/6/26 22:50:30,605,리그레,-,?,리그레64,4.0,4.0,136,38,400,64.4,64.4,64.4,11.0,15.0,3.0,1, - , - , - , - , - , - ,0.0,3683,3683,리그레,633,633,벰크,2578,2578,Default,,,0,0,?,?,0,2312,1,0,?,?,?,0,?,?
0,5/6/26 22:50:31,66,알통몬,-,?,알통몬58,16.0,16.0,539,94,1900,57.8,57.8,57.8,11.0,10.0,5.0,1, - , - , - , - , - , - ,0.0, - , - ,괴력몬,1580,1580,괴력몬,2762,2762,Default,,,0,0,?,?,0,1294,7,0,?,?,?,0,?,?
0,5/6/26 22:50:32,546,소미안,-,?,소미안96,20.0,20.0,394,80,2500,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0,2921,2921,엘풍,2445,2445,엘풍,10,10,Default,,,0,0,?,?,0,2266,1,0,?,?,?,0,?,?
0,5/6/26 22:50:34,401,귀뚤뚜기,-,?,귀뚤뚜82,3.0,3.0,25,27,400,82.2,82.2,82.2,7.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,415,415,귀뚤톡크,172,172, - , - , - ,Default,,,0,0,?,?,0,2163,1,0,?,?,?,0,?,?
0,5/6/26 22:50:37,244,앤테이,-,?,앤테이91,17.5,17.5,1723,146,2200,91.1,91.1,91.1,15.0,15.0,11.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,앤테이,3356,3356,Default,,,0,0,?,?,0,1211,1,1,?,?,?,0,?,?
0,5/6/26 22:50:40,546,소미안,-,?,소미안87,20.0,20.0,390,80,2500,86.7,86.7,86.7,15.0,10.0,14.0,1, - , - , - , - , - , - ,0.0,2962,2962,엘풍,1489,1489, - , - , - ,Default,,,0,0,?,?,0,2266,1,0,?,?,?,0,?,?
0,5/6/26 22:50:41,686,오케이징,-,?,오케이87,20.0,20.0,513,93,2500,86.7,86.7,86.7,14.0,10.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,칼라마네로,2100,2100,칼라마네로,866,866,Default,,,0,0,?,?,0,2373,7,0,?,?,?,0,?,?
0,5/6/26 22:50:42,270,연꽃몬,-,?,연꽃몬62,20.0,20.0,312,74,2500,62.2,62.2,62.2,13.0,10.0,5.0,1, - , - , - , - , - , - ,0.0,3141,3141,로파파,3040,3040,로파파,1138,1138,Default,,,0,0,?,?,0,2093,1,0,?,?,?,0,?,?
0,5/6/26 22:50:44,41,주뱃,-,?,주뱃58,5.0,5.0,76,37,600,57.8,57.8,57.8,3.0,14.0,9.0,1, - , - , - , - , - , - ,0.0,215,215,골뱃,121,121,크로뱃,100,100,Default,,,0,0,?,?,0,612,7,0,?,?,?,0,?,?
0,5/6/26 22:50:45,4,파이리,-,?,파이리91,13.0,13.0,356,64,1600,91.1,91.1,91.1,14.0,12.0,15.0,1, - , - , - , - , - , - ,0.0,2189,2189,리자드,2094,2094,리자몽,1943,1943,Default,,,0,0,?,?,0,590,7,0,?,?,?,0,?,?
0,5/6/26 22:50:46,228,델빌,-,?,TR델빌69,30.0,30.0,978,102,5000,68.9,68.9,68.9,4.0,15.0,12.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,헬가,133,133,Default,,,0,0,?,?,0,681,7,0,?,?,?,0,?,?
0,5/6/26 22:50:48,511,야나프,-,?,야나프73,25.0,25.0,617,101,4000,73.3,73.3,73.3,4.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,야나키,53,53,Default,,,0,0,?,?,0,2231,1,0,?,?,?,0,?,?
0,5/6/26 22:50:51,597,철시드,-,?,철시드80,12.0,12.0,304,65,1300,80.0,80.0,80.0,11.0,10.0,15.0,1, - , - , - , - , - , - ,0.0,2234,2234,너트령,2634,2634,너트령,202,202,Default,,,0,0,?,?,0,2304,7,0,?,?,?,0,?,?
0,5/6/26 22:51:19,9,거북왕,-,?,거북왕87,15.0,15.0,1041,102,1900,86.7,86.7,86.7,15.0,14.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,거북왕,2311,2311,거북왕,2716,2716,Default,,,0,0,?,?,0,605,7,0,?,?,?,0,?,?
0,5/6/26 22:51:20,529,두더류,-,?,두더류60,28.0,28.0,995,118,4500,60.0,60.0,60.0,1.0,14.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,두더류,827,827,몰드류,66,66,Default,,,0,0,?,?,0,2249,7,0,?,?,?,0,?,?
0,5/6/26 22:51:22,66,알통몬,-,?,알통몬44,8.0,8.0,260,65,800,44.4,44.4,44.4,14.0,4.0,2.0,1, - , - , - , - , - , - ,0.0,3550,3550,괴력몬,4012,4012,괴력몬,3790,3790,Default,,,0,0,?,?,0,1294,7,0,?,?,?,0,?,?
0,5/6/26 22:51:23,755,자마슈,-,?,자마슈51,8.0,8.0,203,47,800,51.1,51.1,51.1,4.0,12.0,7.0,1, - , - , - , - , - , - ,0.0,1878,1878,마셰이드,897,897, - , - , - ,Default,,,0,0,?,?,0,2435,7,0,?,?,?,0,?,?
0,5/6/26 22:51:24,207,글라이거,-,?,글라이69,13.0,13.0,642,85,1600,68.9,68.9,68.9,6.0,10.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,글라이온,436,436,글라이온,640,640,Default,,,0,0,?,?,0,1309,7,0,?,?,?,0,?,?
0,5/6/26 22:51:25,808,멜탄,-,?,멜탄84,15.0,15.0,444,72,1900,84.4,84.4,84.4,14.0,14.0,10.0,1, - , - , - , - , - , - ,0.0,3473,3473, - , - , - ,멜메탈,1974,1974,Default,,,0,0,?,?,0,2483,1,0,?,?,?,0,?,?
0,5/6/26 22:51:27,43,뚜벅쵸,-,?,뚜벅쵸51,8.0,8.0,244,52,800,51.1,51.1,51.1,3.0,9.0,11.0,1, - , - , - , - , - , - ,0.0,294,294,냄새꼬,374,374,라플레시아,461,461,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/6/26 22:51:28,43,뚜벅쵸,-,?,뚜벅쵸84,8.0,8.0,269,52,800,84.4,84.4,84.4,15.0,10.0,13.0,1, - , - , - , - , - , - ,0.0,2492,2492,뚜벅쵸,118,118,아르코,376,376,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/6/26 22:51:32,694,목도리키텔,-,?,목도리62,8.0,8.0,196,47,800,62.2,62.2,62.2,15.0,13.0,0.0,1, - , - , - , - , - , - ,0.0,3234,3234,일레도리자드,3697,3697,일레도리자드,3844,3844,Default,,,0,0,?,?,0,2381,7,0,?,?,?,0,?,?
0,5/6/26 22:51:40,213,단단지,-,?,단단지47,8.0,8.0,63,32,800,46.7,46.7,46.7,7.0,13.0,1.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,1312,7,0,?,?,?,0,?,?
0,5/6/26 22:51:41,436,동미러,-,?,동미러60,18.0,18.0,241,90,2200,60.0,60.0,60.0,3.0,14.0,10.0,1, - , - , - , - , - , - ,0.0,304,304,동탁군,107,107,동탁군,1521,1521,Default,,,0,0,?,?,0,2185,1,0,?,?,?,0,?,?
0,5/6/26 22:51:42,304,가보리,-,?,가보리62,3.0,3.0,86,32,400,62.2,62.2,62.2,0.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,12,12,갱도라,9,9,보스로라,3,3,Default,,,0,0,?,?,0,1483,7,0,?,?,?,0,?,?
0,5/6/26 22:51:44,694,목도리키텔,-,?,목도리58,8.0,8.0,185,52,800,57.8,57.8,57.8,6.0,7.0,13.0,1, - , - , - , - , - , - ,0.0,1441,1441,일레도리자드,743,743,일레도리자드,1206,1206,Default,,,0,0,?,?,0,2381,7,0,?,?,?,0,?,?
0,5/6/26 22:51:45,204,피콘,-,?,피콘51,8.0,8.0,217,54,800,51.1,51.1,51.1,3.0,13.0,7.0,1, - , - , - , - , - , - ,0.0,364,364,쏘콘,977,977,쏘콘,2275,2275,Default,,,0,0,?,?,0,1303,7,0,?,?,?,0,?,?
0,5/6/26 22:51:47,624,자망칼,-,?,자망칼67,16.0,16.0,601,76,1900,66.7,66.7,66.7,3.0,12.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,절각참,12,12,대도각참,95,95,Default,,,0,0,?,?,0,2328,1,0,?,?,?,0,?,?
0,5/6/26 22:51:49,574,고디탱,-,?,TR고디탱64,33.0,33.0,799,104,7000,64.4,64.4,64.4,14.0,4.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,고디보미,3133,3133,고디모아젤,2190,2190,Default,,,0,0,?,?,0,2289,7,0,?,?,?,0,?,?
0,5/6/26 22:51:50,631,앤티골,-,?,앤티골56,5.0,5.0,297,60,600,55.6,55.6,55.6,1.0,12.0,12.0,1, - , - , - , - , - , - ,0.0,101,101,앤티골,562,562,앤티골,89,89,Default,,,0,0,?,?,0,2334,1,0,?,?,?,0,?,?
0,5/6/26 22:51:51,755,자마슈,-,?,자마슈69,8.0,8.0,214,50,800,68.9,68.9,68.9,9.0,7.0,15.0,1, - , - , - , - , - , - ,0.0,2372,2372,마셰이드,2484,2484, - , - , - ,Default,,,0,0,?,?,0,2435,7,0,?,?,?,0,?,?
0,5/6/26 22:51:55,16,구구,-,?,구구82,13.0,13.0,239,65,1600,82.2,82.2,82.2,13.0,9.0,15.0,1, - , - , - , - , - , - ,0.0,2693,2693,피죤투,2986,2986,피죤투,182,182,Default,,,0,0,?,?,0,2006,7,0,?,?,?,0,?,?
0,5/6/26 22:52:07,574,고디탱,-,?,고디탱42,11.0,11.0,250,58,1300,42.2,42.2,42.2,1.0,15.0,3.0,1, - , - , - , - , - , - ,0.0,761,761,고디모아젤,475,475,고디모아젤,1444,1444,Default,,,0,0,?,?,0,2289,7,0,?,?,?,0,?,?
0,5/6/26 22:52:08,187,통통코,-,?,통통코40,11.0,11.0,155,51,1300,40.0,40.0,40.0,6.0,7.0,5.0,1, - , - , - , - , - , - ,0.0,1731,1731,솜솜코,2265,2265, - , - , - ,Default,,,0,0,?,?,0,1341,7,0,?,?,?,0,?,?
0,5/6/26 22:52:09,403,꼬링크,-,?,꼬링크67,13.0,13.0,299,65,1600,66.7,66.7,66.7,11.0,10.0,9.0,1, - , - , - , - , - , - ,0.0,2576,2576,렌트라,1132,1132,렌트라,2560,2560,Default,,,0,0,?,?,0,1913,7,0,?,?,?,0,?,?
0,5/6/26 22:52:11,436,동미러,-,,동미러58,10.0,10.0,141,65,1000,57.8,57.8,57.8,6.0,13.0,7.0,1, - , - , - , - , - , - ,0.0,1089,1089,동탁군,1798,1798,동탁군,1514,1514,Default,,,0,0,0,0,0,2185,1,0, - ,62,?,0,2026-?-?,?
0,5/6/26 22:53:15,597,철시드,-,?,철시드87,9.0,9.0,225,56,1000,86.7,86.7,86.7,9.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,1904,1904,너트령,1883,1883,너트령,46,46,Default,,,0,0,0,0,0,2304,7,0, - ,45,?,0,?,?
